,ID,Employment_Status,Employment_Status_Aggregated,Work_as_Contractor_12m,Work_as_Perm,Residence_Country,Residence_District,Residence_District_Aggregated,Work_Company_Country,Work_Company_Continent,Work_Company_PT_International,Work_Company_PT_District,Work_Company_PT_District_Aggregated,Remote_Working_Current,Remote_Working_Current_Flexible_Office_Days,Remote_Working_due_to_Covid,Job_Remote_or_Office,Remote_Work_Opinion,Job_Role_Original,Job_Role_Other,Job_Role,Employer_Industry,Employer_Industry_Other,Employer_Org_Type,Employer_Org_Type_Other,Employer_Size,Language_JavaScript,Language_Bash/Shell/PowerShell,Language_SQL,Language_Java,Language_C#,Language_Python,Language_PHP,Language_C++,Language_C,Language_TypeScript,Language_Ruby,Language_Swift,Language_Objective-C,Language_VB.NET,Language_Assembly,Language_R,Language_Perl,Language_VBA,Language_Matlab,Language_Go,Language_Scala,Language_Groovy,Language_Coffee Script,Language_Visual Basic 6,Language_Lua,Language_Haskell,Language_HTML/CSS,Language_Kotlin,Language_Rust,Language_Elixir,Language_Clojure,Language_WebAssembly,Language_Dart,Language_Languages_N/A,Language_Languages_Other,Framework_jQuery,Framework_.NET,Framework_Angular/Angular.js,Framework_Ruby on Rails,Framework_React,Framework_Django,Framework_Laravel,Framework_Spring,Framework_Vue.js,Framework_Express,Framework_Meteor,Framework_Flask,Framework_Ember.js,Framework_Drupal,Framework_OutSystems,Framework_Framework_N/A,Framework_Framework_Other,Contractor_Avg_Project,Contractor_Avg_Project_Intervals,Contractor_Avg_Hour_Rate,Contractor_Avg_Annual_Salary,Perm_Current_Company_how_long,Perm_GAS,Perm_GAS_Avg,Perm_GAS_Low_Limit,Perm_GAS_High_Limit,Avg_Salary,Salary_Change,Salary_Fairness,Changing_Jobs_next_6_months,Job_Motivator_Work_life_balance,Job_Motivator_Compensation_and_benefits,Job_Motivator_Training/Development_programs_at_work,Job_Motivator_Career_growth_opportunities,Job_Motivator_Remote_working,Job_Motivator_Flexible_schedule,Job_Motivator_Company_culture,Job_Motivator_The_technologies_I'm_working_with,Job_Motivator_Versatility/Variety_of_projects,Job_Motivator_Freedom_to_choose_the_clients_and/or_projects,Job_Motivator_Being_autonomous_at_work,Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is,Job_Motivator_Environmentally_friendly/responsible_work_practice,Job_Perk_Meals_allowance/Company_provided_meals_or_snacks,Job_Perk_Transportation_benefit,Job_Perk_Health_benefits,Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership),Job_Perk_Computer/_Office_equipment_allowance,Job_Perk_Professional_development_sponsorship,Job_Perk_Annual_bonus,Job_Perk_Long-term_leave,Job_Perk_Parental_leave,Job_Perk_Stock_options_or_shares,Job_Perk_Education_sponsorship,Job_Perk_Child_care,Citizenship,Birth_Year,Age,Gender,English_Level,Way_Into_Tech,Way_Into_Tech_Other,Education_Level,Working_Experience,Working_Experience_Aggregated
2788,2789,Employed full-time,Permanent Employee,0.0,,Portugal,Setúbal,Lisbon Metropolitan Area,Brazil,South America,International,,,Flexible between remote and office,4.0,Working remote because of Covid-19,Full Office Job,4.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Retail or ecommerce,,SME - Small or Medium Enterprise (personnel <250),,10 - 19 employees,JavaScript,,SQL,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jQuery,,,,,,,,,,,Flask,,,,,,,,,,Between 1 - 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Hasn't changed,5,3.0,6,6,6,6,4,4,4,7,6,5,6,5,4,4,3,6,4,7,5,6,5,5,3,4,4,Portuguese,1988.0,33.0,Male,Professional working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2789,2790,Working as a Contractor/Freelancer,Contractor,,1.0,Portugal,Setúbal,Lisbon Metropolitan Area,USA,North America,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Mobile Apps Developer,,Mobile Apps Developer,,,Corporate,,100 - 499 employees,,,,,,,,,,,,Swift,,,,,,,,,,,,,,,,Kotlin,,,,,,,,,,,,,,,,,,,,,,,,,12,7 to 12 months,22.5,36000.0,,,,,,36000,"]5%,15%]",4,3.0,5,6,4,5,6,6,5,5,4,4,4,6,6,7,5,5,4,6,4,6,4,6,6,5,5,Brazilian,1989.0,32.0,Male,Full professional proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2790,2791,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,France,Europe,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,UX/UI Designer,,UX/UI Designer,Financial and banking,,Corporate,,1000 - 4.999 employees,,,,,,,,,,,,,,,,,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,1,5.0,7,7,7,7,7,4,5,1,5,1,7,6,7,1,1,7,1,1,6,7,4,1,1,7,1,Portuguese,1976.0,45.0,Male,Full professional proficiency,Self-taught,,Masters degree,More than 9 years,6+ years
2791,2792,Employed full-time,Permanent Employee,0.0,,Portugal,Viana do Castelo,North,Switzerland,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Front-End Developer,,Front-End Developer,Software as a service (saas) development,,Outsourcing,,10 - 19 employees,JavaScript,,SQL,Java,,,PHP,,,TypeScript,,,,,,,,,,,,Groovy,,,,,HTML/CSS,,,,,,,,,jQuery,,Angular/Angular.js,,React,,Laravel,Spring,,,,,,,,,,,,,,More than 3 years,< €15.000,12500.0,0.0,15000.0,12500,"]0%, 5%]",2,5.0,4,6,7,7,6,5,4,6,5,4,7,6,4,4,4,5,5,5,7,4,7,6,4,4,4,Portuguese,1993.0,28.0,Male,Full professional proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2792,2793,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,3.0,Full-Stack Developer,,Full-Stack Developer,Healthcare or social services,,Startup (new business venture),,Less than 10 employees,JavaScript,,,Java,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Express,,,,,,,,,,,,More than 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Hasn't changed,4,4.0,5,4,6,6,4,5,6,5,5,2,5,4,6,2,1,2,1,3,5,4,2,1,2,3,2,Portuguese,1992.0,29.0,Male,Full professional proficiency,Self-taught,,Masters degree,Between 3 - 6 years,3 - 6 years
2793,2794,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,2.0,Working remote because of Covid-19,Full Office Job,5.0,UX/UI Designer,,UX/UI Designer,Travel,,Startup (new business venture),,20 - 99 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,"]5%,15%]",2,5.0,7,5,5,6,5,5,5,5,5,4,5,4,5,4,4,6,5,7,3,5,5,5,3,4,4,Portuguese,1995.0,26.0,Female,Professional working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2794,2795,Employed full-time,Permanent Employee,0.0,,Portugal,Setúbal,Lisbon Metropolitan Area,USA,North America,International,,,Flexible between remote and office,1.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Security,,Corporate,,500 - 999 employees,,Bash/Shell/PowerShell,SQL,Java,,Python,,,,,,,,,,,,,,,Scala,,,,,,,,,,,,,,,,,,,,,,Spring,,,,Flask,,,,,,,,,,More than 3 years,€45.000 - €50.000,47500.0,45000.0,50000.0,47500,"]5%,15%]",5,2.0,7,7,5,6,4,3,5,4,5,2,6,3,3,5,5,7,3,5,5,2,3,5,5,5,4,Portuguese,1989.0,32.0,Male,Full professional proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2795,2796,Employed full-time,Permanent Employee,1.0,,Portugal,Faro,South,Portugal,Europe,Portugal,Faro,South,Flexible between remote and office,3.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Technical Team Leader,,Technical Team Leader,Manufacturing,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,,,,,C#,Python,,C++,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]5%,15%]",4,5.0,6,5,5,7,7,7,6,5,4,4,5,6,7,4,5,7,4,5,6,5,5,7,5,7,6,Portuguese,1979.0,42.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
2796,2797,Employed full-time,Permanent Employee,0.0,,Portugal,Viana do Castelo,North,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,DevOps Engineer,,DevOps Engineer,Financial and banking,,Corporate,,100 - 499 employees,,,,Java,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,6,1.0,7,7,7,7,5,7,7,7,7,4,7,7,7,5,3,7,4,7,7,7,7,7,7,7,7,Portuguese,1996.0,25.0,Female,Professional working proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2797,2798,Employed full-time,Permanent Employee,0.0,,Portugal,Aveiro,Centre,Germany,Europe,International,,,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,6.0,DevOps Engineer,,DevOps Engineer,Cloud-based solutions or services,,Corporate,,More than 5.000 employees,,,,,C#,Python,,,,,,,,,,,,,,Go,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]0%, 5%]",6,2.0,7,6,6,6,6,6,5,6,6,5,5,5,5,7,6,7,5,6,6,6,6,7,4,6,6,Portuguese,1993.0,28.0,Male,Native or bilingual proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2798,2799,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Project Manager,,Project Manager,Financial and banking,,Corporate,,100 - 499 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Decreased more than 15%,3,4.0,3,6,5,6,3,6,5,4,5,5,6,6,4,5,6,6,2,6,6,7,5,3,4,3,1,Portuguese,1968.0,53.0,Male,Professional working proficiency,Self-taught,,Masters degree,More than 9 years,6+ years
2799,2800,Employed full-time,Permanent Employee,0.0,,Portugal,Bragança,North,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Full-Stack Developer,,Full-Stack Developer,Consulting,,Consulting Business,,1000 - 4.999 employees,JavaScript,,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outsystems,,OutSystems,,,,,Between 1 - 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,Increased more than 15%,7,2.0,4,7,3,7,5,7,6,6,7,7,6,4,6,4,1,7,6,6,7,7,4,7,5,5,5,Portuguese,1995.0,26.0,Male,Professional working proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2800,2801,Employed full-time,Permanent Employee,1.0,,Portugal,Coimbra,Centre,Portugal,Europe,Portugal,Coimbra,Centre,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Technical Team Leader,,Technical Team Leader,Software development - other,,"Scale-up (fast growing company aka ""unicorn"")",,1000 - 4.999 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,,,,,,,,,,,,,,,,,Between 1 - 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,"[-5%, 0%[",5,4.0,7,7,7,7,7,5,7,7,7,7,7,7,7,4,4,6,6,7,7,7,7,7,4,4,5,Portuguese,1989.0,32.0,Female,Professional working proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2801,2802,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,3.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,Scrum Master,,Scrum Master,Manufacturing,,Nearshore (outsource business processes to companies in a nearby country),,500 - 999 employees,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angular/Angular.js,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,"]0%, 5%]",4,2.0,7,7,4,6,5,7,6,6,4,4,6,5,4,6,6,7,3,6,4,7,2,6,3,2,6,Portuguese,1979.0,42.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
2802,2803,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Software development - other,,"Scale-up (fast growing company aka ""unicorn"")",,1000 - 4.999 employees,,,SQL,,,Python,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€45.000 - €50.000,47500.0,45000.0,50000.0,47500,"]5%,15%]",5,1.0,7,7,5,6,5,5,7,4,5,5,6,5,6,5,5,7,5,5,5,5,6,6,6,5,4,Portuguese,1991.0,30.0,Female,Full professional proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2803,2804,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Braga,North,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),3.0,Quality Assurance/Testing,,Quality Assurance/Testing,Software development - other,,Corporate,,More than 5.000 employees,,Bash/Shell/PowerShell,,,,Python,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,5,2.0,6,4,3,5,3,4,5,5,2,2,5,5,5,6,6,4,2,7,2,3,3,2,1,2,2,Portuguese,1997.0,24.0,Male,Professional working proficiency,University,,Masters degree,Less than 1 year,0 - 3 years
2804,2805,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Back-End Developer,,Back-End Developer,Information technology,,Startup (new business venture),,20 - 99 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,Python,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,Dart,,,,,,,React,Django,,Spring,,,,,,,,,,,,,,Less than one year,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,Increased more than 15%,3,5.0,5,6,4,6,5,5,6,6,5,4,6,7,7,5,5,5,2,4,4,6,3,5,5,4,4,Portuguese,1985.0,36.0,Male,Native or bilingual proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2805,2806,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Scrum Master,,Scrum Master,Consulting,,Consulting Business,,100 - 499 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]0%, 5%]",7,2.0,7,7,4,4,4,4,6,4,4,5,7,4,5,7,4,7,1,7,7,5,5,7,5,5,1,Portuguese,1985.0,36.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
2806,2807,Employed full-time,Permanent Employee,0.0,,Portugal,Madeira,Azores and Madeira,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,3.0,UX/UI Designer,,UX/UI Designer,Financial and banking,,Corporate,,100 - 499 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm a Designer,,,,,,,,,,,,,,,,,I'm a Designer,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,4,1.0,5,6,4,6,4,4,5,6,5,3,3,4,5,5,5,7,5,7,6,6,5,6,5,5,7,Portuguese,1985.0,36.0,Female,Elementary,University,,Masters degree,More than 9 years,6+ years
2807,2808,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Quality Assurance/Testing,,Quality Assurance/Testing,Telecommunications,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]5%,15%]",5,3.0,7,7,6,7,6,6,6,6,5,5,5,6,5,6,4,6,4,6,6,6,4,5,4,5,4,Portuguese,1992.0,29.0,Male,Full professional proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2808,2809,Employed full-time,Permanent Employee,0.0,,Portugal,Aveiro,Centre,Portugal,Europe,Portugal,Aveiro,Centre,Flexible between remote and office,2.0,Working remote because of Covid-19,Full Office Job,3.0,Project Manager,,Project Manager,Software development - other,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,,,SQL,,,Python,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flask,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]0%, 5%]",3,4.0,3,5,6,6,4,3,6,4,6,3,7,4,6,3,5,4,3,5,5,4,4,4,3,3,3,Portuguese,1994.0,27.0,Male,Limited working proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2809,2810,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Technical Team Leader,,Technical Team Leader,Telecommunications,,Startup (new business venture),,500 - 999 employees,JavaScript,,SQL,,,,,,,TypeScript,,,,,,,,,,Go,,,,,,,,,,,,,,,,,,,,React,,,,,,,,,,,,,,,,,Less than one year,€55.000 - €60.000,57500.0,55000.0,60000.0,57500,Increased more than 15%,5,1.0,6,4,6,6,7,7,7,6,5,6,6,6,6,1,1,7,1,7,6,4,4,5,4,6,7,Portuguese,1991.0,30.0,I prefer not to say,Professional working proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2810,2811,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,3.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Project Manager,,Project Manager,Financial and banking,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,SQL,Java,C#,Python,,,,,,,,,,,,VBA,,,,,,,,,,,,,,,,,,,.NET,Angular/Angular.js,,,Django,,,,,,,,,,,,,,,,Between 1 - 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,Hasn't changed,6,5.0,6,7,7,7,5,7,7,7,6,5,6,7,7,7,7,7,7,7,7,6,6,5,5,7,4,Portuguese,1972.0,49.0,Male,Native or bilingual proficiency,Self-taught,,Masters degree,More than 9 years,6+ years
2811,2812,Employed full-time,Permanent Employee,0.0,,Portugal,Coimbra,Centre,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Project Manager,,Project Manager,Retail or ecommerce,,Corporate,,More than 5.000 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OutSystems,,.NET,,,,,,,,,,,,,Outsystems,,,,,,,More than 3 years,< €15.000,12500.0,0.0,15000.0,12500,Decreased more than 15%,2,3.0,7,7,7,7,7,7,5,7,5,5,5,5,7,5,5,5,5,7,5,7,7,7,5,5,5,Portuguese,1980.0,41.0,Male,Elementary,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2812,2813,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,3.0,Back-End Developer,,Back-End Developer,Software development - other,,Corporate,,100 - 499 employees,,,,Java,,,,,,,,,,,,,,,,,Scala,,,,,,,,,,,,,,,,,,,,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]5%,15%]",3,4.0,5,6,6,6,4,4,5,5,4,4,5,3,5,4,4,4,3,5,5,5,4,5,4,5,5,Portuguese,1994.0,27.0,Male,Full professional proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2813,2814,Employed full-time,Permanent Employee,0.0,,Portugal,Setúbal,Lisbon Metropolitan Area,Denmark,Europe,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Back-End Developer,,Back-End Developer,Software as a service (saas) development,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,Less than one year,€50.000 - €55.000,52500.0,50000.0,55000.0,52500,"]5%,15%]",6,1.0,7,6,6,6,6,7,7,7,5,1,7,7,7,7,7,7,1,7,7,4,3,7,1,2,3,Portuguese,1989.0,32.0,Male,Native or bilingual proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
2814,2815,Employed full-time,Permanent Employee,0.0,,Portugal,Castelo Branco,Centre,Portugal,Europe,Portugal,Castelo Branco,Centre,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Back-End Developer,,Back-End Developer,Telecommunications,,Consulting Business,,More than 5.000 employees,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,3,3.0,7,7,7,7,5,5,5,6,4,5,5,7,5,5,5,7,4,4,5,5,4,7,1,4,4,Portuguese,1993.0,28.0,Male,Professional working proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
2815,2816,Employed part-time,Permanent Employee,1.0,,Portugal,Aveiro,Centre,Portugal,Europe,Portugal,Aveiro,Centre,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,DevOps Engineer,,DevOps Engineer,Telecommunications,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,< €15.000,12500.0,0.0,15000.0,12500,Increased more than 15%,4,5.0,6,5,5,7,4,3,3,7,1,5,5,3,5,4,4,7,7,4,5,5,3,7,1,3,2,Portuguese,1999.0,22.0,Male,Full professional proficiency,University,,Masters degree,Less than 1 year,0 - 3 years
2816,2817,Employed full-time,Permanent Employee,0.0,,Portugal,Leiria,Centre,Portugal,Europe,Portugal,Leiria,Centre,"No, full office job",,,Full Office Job,6.0,DevOps Engineer,,DevOps Engineer,Retail or ecommerce,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,JavaScript,Bash/Shell/PowerShell,SQL,,C#,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,Angular/Angular.js,,,,,,,Express,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]0%, 5%]",5,2.0,6,5,6,5,6,6,6,5,5,5,6,6,6,6,3,4,4,7,6,5,5,5,4,5,6,Portuguese,1983.0,38.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
2817,2818,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Technical Team Leader,,Technical Team Leader,Data and analytics,,Consulting Business,,100 - 499 employees,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft,,,,,Between 1 - 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,"[-15%, -5%[",5,2.0,7,7,7,6,5,6,7,4,5,3,6,6,7,6,6,7,6,6,6,7,5,5,5,5,6,Portuguese,1984.0,37.0,Female,Elementary,University,,Masters degree,More than 9 years,6+ years
2818,2819,Employed full-time,Permanent Employee,1.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Aveiro,Centre,Flexible between remote and office,2.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Full-Stack Developer,,Full-Stack Developer,Energy or utilities,,Corporate,,More than 5.000 employees,,Bash/Shell/PowerShell,SQL,,C#,Python,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,,,,,,,,,,Flask,,,,,,,,,,More than 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,"]0%, 5%]",6,2.0,7,5,7,6,4,7,5,5,5,4,6,6,7,4,5,5,2,7,4,2,2,4,1,4,2,Portuguese,1993.0,28.0,Male,Full professional proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
2819,2820,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Germany,Europe,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,CTO,,CTO,Cloud-based solutions or services,,Startup (new business venture),,20 - 99 employees,JavaScript,,,,,Python,,,,,,,,,,,,,,Go,,,,,,,,,,,,,,,,,,,,React,,,,,Express,,,,,,,,,,,,Between 1 - 3 years,€60.000 - €65.000,62500.0,60000.0,65000.0,62500,Increased more than 15%,5,5.0,7,6,4,6,5,6,7,6,6,4,6,5,4,5,1,5,6,7,7,7,7,7,7,4,5,Portuguese,1990.0,31.0,Male,Full professional proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
